movieId,tag
4212,"egypt,hercule poirot,murder mystery,shipboard,Agatha Christie,based on a book,Agatha Christie,Peter Ustinov,Agatha Christie,mystery,mystery,mystery,John Guillermin,adapted from:book,author:Agatha Christie,BD-R,mystery,reviewed,David Niven,mystery,Agatha Christie,mystery,Peter Ustinov,mystery,Bette Davis,Maggie Smith,Agatha Christie,Peter Ustinov,mystery,mystery,Agatha Christie,Agatha Christie,Egypt,servant,star cast,Agatha Christie,David Niven,Peter Ustinov,mystery"
4213,"deep sea,ocean,scuba,scuba diving,sea,trapped underwater ,water monster,deep sea,trapped underwater ,vhs"
4214,"breathing fire,defenestration,funhouse,pie eating,sex,college,Notable Nudity,Nudity (Full Frontal - Notable),Nudity (Full Frontal),teen,college,franchise,fraternity,nudity (full frontal),teen,Betamax,high school,teens,college,nerds,Notable Nudity,Nudity (Full Frontal - Notable),Nudity (Full Frontal - Notable),college,Nudity (Full Frontal - Notable),nerds,Arizona,college,fraternity,Notable Nudity,teen"
4215,"defector,farce,frame up,jock,nerd,vacation,fraternity,Betamax,nerds,fraternity,nerds,sequel,sequel,PG-13"
4216,"1980s,aids,fire island,gay,hiv,lgbt,lgbt history,personal trainer,gay,Norman René,AIDS,gay,AIDS,Campbell Scott,gay,gay,homosexuality,Fear,actors,AIDS,Campbell Scott,Fear,gay,homosexuality,hospital,New York City,Nudity (Rear),Seen 2006,soap opera"
4217,"Library of Congress,National Film Registry,Spike Lee,DVD Colleciton"
4218,"friends,murder,police,sex,1980s,betrayal,boring plot,cheating,drug use,high school,homicide,juvenile deliquent,murder,Nudity (Full Frontal),Nudity (Topless),White Trash,nudity (full frontal),Keanu Reeves,Tim Hunter,1980s,Keanu Reeves,Betamax,VHS,In Netflix queue,1980s,cult classic,juvenile deliquent,social commentary,1980s,high school,homicide,murder,poor white trash,White Trash,Keanu Reeves,Dennis Hopper"
4219,"New World Pictures,80s,dancing,teenagers,Betamax,romance,80s,80s music,dancing,MTV influence,music videos"
4220,"Burt Reynolds,football,prison,sports comedy,american football,prison,sport,sports,cheerleading,Robert Aldrich,RemakeOf:The Longest Yard (1974),RemakeOf:The Longest Yard (2005),sport:American football,a list,sports,cheerleading,Robert Aldrich,violence,football,remade"
4221,"american football,sport,College,Football,Underdog,football,Stan Dragoti,sport:American football,CLV,Can't remember,football,sports"
4222,"blood,blood splatter,bum,cannibal,decapitation,flamethrower,gore,hobo,independent film,monster,mutant,New World Pictures,new york city,nuclear waste,police,police detective,police investigation,sewer,shower,toxic,zombie,80s video,monster,mutants,Betamax,so bad it's good,monster,mutants"
4223,"sniper,army,Nazis,ruins,Russia,Saint Petersburg,sniper,war,World War II,1940s,russia,sniper,stalingrad,winter,world war ii,Ed Harris,Jude Law,Rachel Weisz,sniper,World War II,Ei muista,War,WWII,War,World War II,Netflix Finland,Ed Harris,Jude Law,Nazis,Rachel Weisz,russia,sniper,suspense,war,World War II,heroic,Jude Law,Nazis,Rachel Weisz,sniper,suspense,War,World War II,sniper,World War II,Jude Law,Nazis,Russia,sniper,War,World War II,want to own,Best War Films,brutal,heroic,war,World War II,WWII,Ed Harris,Jude Law,Rachel Weisz,World War II,exagerated communists,long,heroic,suspense,Nazis,World War II,army,end of the world,need to buy,long,Best War Films,Jude Law,Rachel Weisz,War,sniper,War,World War II,Jude Law,sniper,Jude Law,sniper,World War II,exagerated communists,Nazis,Jean-Jacques Annaud,World War II,sniper,heroic,sniper,War,World War II,suspense,DVD-Video,2020 relook,War,World War II,sniper,good war movie,Jude Law,want to own,snipers,World War 2,World War II,Jude Law,Rachel Weisz,sniper,suspense,na dysku,heroic,Nudity (Rear),sex,sniper,snipers,World War 2,World War II,World War II,Ed Harris,heroic,Jude Law,Rachel Weisz,sniper,suspense,heroic,suspense,World War II,Best War Films,Rachel Weisz,War,WWII,own,brutal,Ed Harris,Jude Law,Nazis,Rachel Weisz,World War 2,World War II,WWII,Nudity (Rear),sex,sniper,suspense,war,Best War Films,Ed Harris,Joseph Fiennes,Jude Law,Nazis,Rachel Weisz,Russia,sniper,World War II,sniper,kommunism,russians,sniper,cruelty of war,Ed Harris,Jude Law,Nazis,Rachel Weisz,ruins,Russia,sniper,snipers,War,World War 2,World War II,WWII,Nazis,DVD,World War II,sad,World War II,sniper,snipers,War,World War II,Ed Harris,heroic,Joseph Fiennes,Jude Law,Rachel Weisz,Russia,sniper,World War II,World War II,good war movie,World War II,Ed Harris,War,World War II"
4224,"corruption,police,scandal,shadowing,Andrzej Bartkowiak,Steven Seagal"
4225,"australia,moon landing,moon walk,nasa,australian,comedy,1960s,Australia,NASA,true story,villain nonexistent or not needed for good story,PG-13,1960s,australian,moon landing,NASA,observatory,Sam Neill,space program,australian,dull,moon landing,NASA,PG-13,true story,Rob Sitch,comedy,NASA,Sam Neill,space program,btaege,NASA,space program,australian,comedy,comedy,feel good,NASA,y-m,=================,Jinni Top Pick,australian"
